fold,feature,drop_F1
1,mnum:WC,0.07839090419735584
1,mnum:Analytic,0.05870688451333611
1,mnum:Clout,-0.0018991760927244972
1,mnum:Authentic,0.05870688451333611
1,mnum:Tone,0.032949308755760354
1,mnum:WPS,0.1032500606354596
1,mnum:Sixltr,-0.028161802355350707
1,mnum:Dic,-0.03175657359718076
1,mnum:function,0.05870688451333611
1,mnum:pronoun,0.0
1,mnum:ppron,0.0
1,mnum:i,0.0
1,mnum:we,0.0
1,mnum:you,0.0
1,mnum:shehe,0.0
1,mnum:they,0.0
1,mnum:ipron,0.028905191108701545
1,mnum:article,0.0
1,mnum:prep,-0.028161802355350707
1,mnum:auxverb,0.0
1,mnum:adverb,0.0
1,mnum:conj,0.0
1,mnum:negate,0.0
1,mnum:verb,0.0895669558145839
1,mnum:adj,0.060829493087557585
1,mnum:compare,0.028905191108701545
1,mnum:interrog,0.0
1,mnum:number,0.032949308755760354
1,mnum:quant,0.0
1,mnum:affect,0.0
1,mnum:posemo,0.05870688451333611
1,mnum:negemo,0.0
1,mnum:anx,0.028905191108701545
1,mnum:anger,0.0
1,mnum:sad,0.0
1,mnum:social,0.0895669558145839
1,mnum:family,0.0
1,mnum:friend,0.0
1,mnum:female,0.0
1,mnum:male,0.028905191108701545
1,mnum:cogproc,0.028905191108701545
1,mnum:insight,0.0
1,mnum:cause,0.028905191108701545
1,mnum:discrep,0.0
1,mnum:tentat,0.028905191108701545
1,mnum:certain,0.0
1,mnum:differ,0.0
1,mnum:percept,0.028905191108701545
1,mnum:see,0.028905191108701545
1,mnum:hear,0.0
1,mnum:feel,0.028905191108701545
1,mnum:bio,0.028905191108701545
1,mnum:body,0.0
1,mnum:health,0.0
1,mnum:sexual,0.0
1,mnum:ingest,0.0
1,mnum:drives,0.0895669558145839
1,mnum:affiliation,0.028905191108701545
1,mnum:achieve,0.028905191108701545
1,mnum:power,0.05870688451333611
1,mnum:reward,0.0
1,mnum:risk,0.028905191108701545
1,mnum:focuspast,0.0
1,mnum:focuspresent,-0.12165898617511517
1,mnum:focusfuture,0.0
1,mnum:relativ,0.0895669558145839
1,mnum:motion,0.0
1,mnum:space,0.05870688451333611
1,mnum:time,0.0
1,mnum:work,-0.03175657359718076
1,mnum:leisure,0.0
1,mnum:home,0.0
1,mnum:money,-0.03175657359718076
1,mnum:relig,0.0
1,mnum:death,0.0
1,mnum:informal,0.0
1,mnum:swear,0.0
1,mnum:netspeak,0.0
1,mnum:assent,0.028905191108701545
1,mnum:nonflu,0.0
1,mnum:filler,0.0
1,mnum:AllPunc,0.0
1,mnum:Period,0.0
1,mnum:Comma,0.0
1,mnum:Colon,0.0
1,mnum:SemiC,0.0
1,mnum:QMark,0.0
1,mnum:Exclam,0.0
1,mnum:Dash,0.0
1,mnum:Quote,0.0
1,mnum:Apostro,0.0
1,mnum:Parenth,0.0
1,mnum:OtherP,0.0
