fold,feature,drop_F1
3,mnum:WC,0.12170924504525144
3,mnum:Analytic,0.006564199667647874
3,mnum:Clout,-0.021188249137432447
3,mnum:Authentic,-0.0630541871921183
3,mnum:Tone,0.07062826373171205
3,mnum:WPS,0.05681444991789819
3,mnum:Sixltr,0.0
3,mnum:Dic,0.03459222769567594
3,mnum:function,0.0
3,mnum:pronoun,0.0
3,mnum:ppron,0.0
3,mnum:i,0.0
3,mnum:we,0.0
3,mnum:you,0.0
3,mnum:shehe,0.0
3,mnum:they,0.0
3,mnum:ipron,0.0
3,mnum:article,0.0
3,mnum:prep,0.0
3,mnum:auxverb,0.0
3,mnum:adverb,0.0
3,mnum:conj,0.0
3,mnum:negate,0.0
3,mnum:verb,0.029363469525741315
3,mnum:adj,0.0
3,mnum:compare,0.03459222769567594
3,mnum:interrog,0.0
3,mnum:number,0.0
3,mnum:quant,0.029363469525741315
3,mnum:affect,0.029363469525741315
3,mnum:posemo,0.03459222769567594
3,mnum:negemo,0.0
3,mnum:anx,0.0
3,mnum:anger,0.0
3,mnum:sad,0.0
3,mnum:social,0.03459222769567594
3,mnum:family,0.0
3,mnum:friend,0.03459222769567594
3,mnum:female,0.0
3,mnum:male,0.03459222769567594
3,mnum:cogproc,0.0
3,mnum:insight,0.0
3,mnum:cause,0.0
3,mnum:discrep,0.0
3,mnum:tentat,0.0
3,mnum:certain,0.029363469525741315
3,mnum:differ,0.0
3,mnum:percept,0.03459222769567594
3,mnum:see,0.0
3,mnum:hear,0.029363469525741315
3,mnum:feel,0.0
3,mnum:bio,0.029363469525741315
3,mnum:body,0.0
3,mnum:health,0.0
3,mnum:sexual,0.0
3,mnum:ingest,0.0630541871921182
3,mnum:drives,0.07062826373171205
3,mnum:affiliation,0.03459222769567594
3,mnum:achieve,0.029363469525741315
3,mnum:power,0.0630541871921182
3,mnum:reward,0.029363469525741315
3,mnum:risk,0.0
3,mnum:focuspast,0.0630541871921182
3,mnum:focuspresent,-0.03338162851347437
3,mnum:focusfuture,0.0
3,mnum:relativ,0.029363469525741315
3,mnum:motion,0.0630541871921182
3,mnum:space,0.0630541871921182
3,mnum:time,0.0
3,mnum:work,0.029363469525741315
3,mnum:leisure,0.029363469525741315
3,mnum:home,0.0
3,mnum:money,-0.03338162851347437
3,mnum:relig,0.0630541871921182
3,mnum:death,0.0
3,mnum:informal,0.09808429118773943
3,mnum:swear,0.0
3,mnum:netspeak,0.0630541871921182
3,mnum:assent,0.0
3,mnum:nonflu,0.0
3,mnum:filler,0.0
3,mnum:AllPunc,0.0
3,mnum:Period,0.0
3,mnum:Comma,0.0
3,mnum:Colon,0.0
3,mnum:SemiC,0.0
3,mnum:QMark,0.0
3,mnum:Exclam,0.0
3,mnum:Dash,0.0
3,mnum:Quote,0.0
3,mnum:Apostro,0.0
3,mnum:Parenth,0.0
3,mnum:OtherP,0.0
