username,LABEL,created_at,user_id,account_age_years,total_posts,followers_count,following_count,verified,verified_type,statuses_count,posting_frequency,tweet_text,tweet_created_at,is_retweet,has_media,urls,mentions,hashtags,matched_handler,matched_condition
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"“i love watching you wrestle.”
that’s the most powerful thing a parent can say after a match.
no critique. no pressure. just support.",2025-07-03 17:52:00+00:00,False,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"RT @matclub: Does folkstyle prepare wrestlers well for freestyle/Greco?

Some believe the transition is easy. Others say folkstyle holds at…",2025-06-12 19:32:00+00:00,True,False,,matclub,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"inclusive wrestling rooms don’t lower standards—they raise participation.
more kids. more growth. stronger culture.",2025-06-05 15:13:00+00:00,False,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"confidence grows from knowing someone believes in you, win or lose.
 be that person.",2025-06-03 17:54:00+00:00,False,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"“i love watching you wrestle.”
that’s the most powerful thing a parent can say after a match.
no critique. no pressure. just support.",2025-06-03 17:52:00+00:00,False,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"if injured, follow the R.I.C.E. method: Rest, Ice, Compression, Elevation.
 early treatment speeds up recovery and prevents further damage.",2025-05-31 18:00:00+00:00,False,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"@GlobalWresOrder @InfaWrest I don't think you'll see the same atmosphere regarding the fans reactions if held here, the ncaas get crazy fan pops because that's mostly all they know. We don't have enough knowledgeable uww fans to appreciate ALL the wrestlers. They will cheer for USA though.",2025-05-31 02:10:21+00:00,True,False,,"GlobalWresOrder,InfaWrest",,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"You don’t have to figure wrestling out alone.
Wrestlers, coaches, parents — we’re all learning, too.
Join MATCLUB and get weekly strategies that actually help: https://t.co/UXZ9X9Og4A",2025-05-30 17:31:00+00:00,False,False,https://matclub.com/,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Officiating friends, if you're ever in the need for scoring paddles check out my company below...

https://t.co/yEtrPfOfpj https://t.co/SbEfKq0NkF",2025-05-28 21:45:56+00:00,False,True,"https://deadlockpaddles.com,https://x.com/jamiecochran/status/1927843811432022437/photo/1",,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"If you’re an athlete, coach, or parent looking to stay sharp year-round without burnout — explore beach wrestling, judo, or grappling. Each one builds key skills that transfer directly to competition season. https://t.co/SUVlY6GSHO",2025-05-28 17:49:18+00:00,True,False,https://twitter.com/matclub/status/1927783969476550773,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,@InfaWrest Know what else is legal in Vegas?,2025-05-27 01:59:56+00:00,True,False,,InfaWrest,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,@Persian_sports Would you consider an attention first?,2025-05-26 23:17:30+00:00,True,False,,Persian_sports,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"every great wrestler started as a beginner.
 if your room makes them feel like they don’t belong, they won’t stick around long enough to improve.",2025-05-25 15:12:00+00:00,False,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"constant criticism kills confidence.
 balance feedback with encouragement.
 recognize effort, not just results.",2025-05-23 17:53:00+00:00,False,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"IFocused training leads to focused performance.

For a deeper dive into creating effective wrestling practice plans, check out the full article here 👉 https://t.co/JJjfFYRlVp",2025-05-21 19:56:22+00:00,True,False,https://matclub.com/archive/objective-focused-wrestling-practice-plans/,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Objective-focused practices transform training.
They turn routine sessions into purposeful development.
Athletes become more engaged and see tangible results.",2025-05-21 19:56:21+00:00,True,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Consistency is key.
Regularly update practice objectives based on performance.
Adaptability ensures ongoing development and success.",2025-05-21 19:56:20+00:00,True,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Encourage reflection after each practice.
What worked? What needs improvement?
This fosters a growth mindset and continuous learning.",2025-05-21 19:56:20+00:00,True,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Incorporate situational drills that mimic match scenarios.
This helps athletes apply techniques under pressure.
Realistic practice leads to better performance in competition.",2025-05-21 19:56:19+00:00,True,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Start by identifying key areas for development.
Is it takedowns, escapes, or mat control?
Tailor your practice to address these specific needs.",2025-05-21 19:56:18+00:00,True,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Objective-focused practice plans change that.
Each session targets specific skills or tactics.
This ensures consistent progress and measurable outcomes.",2025-05-21 19:56:18+00:00,True,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Wrestling practices often lack focus.
Coaches run through drills without a clear goal.
This leads to wasted time and minimal improvement.",2025-05-21 19:56:17+00:00,True,False,,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Most wrestling practices are just drills and conditioning.

But without clear objectives, athletes stay stuck. Here’s how to build practice plans that actually produce results: 🧵 https://t.co/ZmB2BYDEbZ",2025-05-21 19:56:16+00:00,True,False,https://twitter.com/matclub/status/1925278354426798335,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"RT @SAMBOFIAS: Unbreakable Spirit! 💪🔥

Grit, power, and pure determination.
Denis KALININ (FIAS1) showed what SAMBO is all about in this in…",2025-05-21 14:45:15+00:00,True,False,,SAMBOFIAS,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"The best wrestlers train year-round at clubs.

Are school coaches getting too much credit? https://t.co/BI4HPXbfJ5",2025-05-20 18:24:00+00:00,False,True,https://x.com/jamiecochran/status/1924893887883313653/photo/1,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"Every week you wait is another week someone else is getting better.
Learn how-to wrestle — the right way.
Subscribe to the MATCLUB Newsletter: https://t.co/UXZ9X9Og4A",2025-05-20 17:32:00+00:00,False,False,https://matclub.com/,,,nil,no
jamiecochran,unreliable,2008-01-16T04:11:25+00:00,12306252,17.495890410958904,138,44,301,True,blue,138,7.887566551832133,"RT @ibjjf: Adam Wardzinski makes history! 🏆🌍
The Polish powerhouse becomes the first European ever to complete the IBJJF Grand Slam—winning…",2025-05-20 16:37:59+00:00,True,False,,ibjjf,,nil,no
