user_id,text,LABEL
31968595.0,"#tytforstreamys , yes please...",1
31968595.0,"@theyoungturks , they are putting videos inside your videos!",1
31968595.0,"@theyoungturks, i know ads on your youtube videos are getting scarce now, and i try to watch wen i c, but they r playing 24 min ads now!!",1
31968595.0,"your @dukeenergy oh website has error messages all over it. just me, or bigger problems?",1
31968595.0,@npr just listen to npr indivisible cut off khurram forgiving a valid different point of view on our bombing of syria,1
31968595.0,someone from @cincychildrens needs to call me about a bill i received from children's healthcare in batesville. dm for info,1
31968595.0,@cenkuygur i'd like to see your tyt crew do a reaction to ge's recent interview with npr about lack of workers in high tech manu jobs...,1
31968595.0,"i'm at the reception, familiar with the gimme gimme's? ""crazy for you"" would go good right now!",1
31968595.0,that was a really bad episode to kick off the rest of the season...hope the rest are better. #walkingdead,1
31968595.0,#talkingdead better say something about the crazy amount of commercials... #walkingdead,1
31968595.0,"good differential, have two doctors who both support vaccines on your show talking about the importance of vaccinations...#msnbcchat",1
31968595.0,i just flew 836m in a brilliant game of #jetpackjoyride on iphone.dmdm,1
31968595.0,"i just got a score of 205 in ninjump deluxe, a game by backflip studios!",1
31968595.0,"i just got a score of 730 in ninjump deluxe, a game by backflip studios! wfgyyf",1
31968595.0,"i got 7,830 points while escaping from demon monkeys. beat that! #brjd #templerun",1
31968595.0,i've never had to get a dictionary out before to understand a show description... #upisgreat #whowritesthese,1
31968595.0,"i just got a score of 482 in ninjump deluxe, a game by backflip studios!",1
31968595.0,"lot of fuss about the 920p, anything noticeable in beta gameplay? @ign #titanfall",1
31968595.0,"i just got a score of 572 in ninjump deluxe, a game by backflip studios!",1
31968595.0,"holy shit! did anyone see those premo car comms during the #breakingbad episode! i must have one! jaguar, merc, lincoln, volvo - but which?",1
31968595.0,"hey @castlevanialos, can we get a link to see that trailer again? it was something i def have to watch again!!!",1
31968595.0,"so my xbox red-ringed on me months ago and i have not been able to get my clos fix, so i bought it on ps3. huge fan @castlevanialos",1
31968595.0,"@castlevanialos, any chance us lowly ghouls will get to see the vip trailer for los2 any time soon?",1
31968595.0,"hey @ofctimallen, long time huge fan. i'm putting together a 'home improvement' basket for a silent auction. proceeds to bgca. wanna help?",1
31968595.0,"hey @castlevanialos, amazon is saying los2 is for next gen consoles? is this true?! can't wait for los2! make it the new standard!",1
31968595.0,"hey @fatmike_of_nofx, why don't you throw up the surfer lp on for dig download on i need 3shitstothewind as a ringer",1
31968595.0,"hey fatmike_of_nofx, stay off of vine street after the show if you don't want to get stabbed! cousin got stabbed there...true story",1
31968595.0,"hey fatmike_of_nofx, play 3 shits to the wind for me tonight in indy. would love to hear that shit live",1
31968595.0,"@fatmike_of_nofx now with her legs spread wider, she needed to have louise inside her, heard it 100x, still makes me laugh",1
31968595.0,@ign give me stevens game!!,1
31968595.0,@ign is ther a limit to how mny phantoms you will c running around on your screen? just thinking of when every1 starts playn #24hrdarksouls,1
31968595.0,@ign is ther a limit to how mny phantoms you will c running around on your screen? just thinking of when every1 starts playn #24hrdarksouls,1
31968595.0,"@ign you guys are funny to listen to, but painful to watch! lol #24hrdarksouls",1
31968595.0,"@fatmike_of_nofx just had to say it cuz no one else was mentioning it, much love to all nofx records...",1
31968595.0,@fatmike_of_nofx what about war on errorism? has it all: hardcore and catchy satire. decom-poseur rocks and nubs is hilarious...just sayin..,1
31968595.0,"@fatmike_of_nofx congrats on top 25! should have used the lp cover for that album. also, excited about new backstage passport and new album",1
31968595.0,"@castlevanialos hey dave, any way we can get a patch to let us start a new game without switching profiles or deleting our progress? thanks!",1
31968595.0,"@fatmike_of_nofx so i was thinking for your hardcore cover album you should cover some against all authority, either above the law/court 22",1
31968595.0,@fatmike_of_nofx thank god it's monday...,1
31968595.0,@castlevanialos does not seem to be working on 360...,1
31968595.0,"@castlevanialos mr cox, heres a patch idea: for 110% completion, magic doesn't drain at the 2nd tier...that's simple enough, right? leme no!",1
31968595.0,@castlevanialos lack if security.,1
31968595.0,@castlevanialos couldn't you go ahead and release it on xbox? seems unfair for xbox users to have to wait for ps3 users bc of their systems,1
31968595.0,@fatmike_of_nofx - what do you shoot?,1
31968595.0,"@fatmike_of_nofx - hey mike, any chance of bringing back the fat wreck 'fatcast'? - i'll let you keep that...fatcast...",1
31968595.0,"@castlevanialos - i think some1 mentioned this b4, but gabriel belmont should be in soul calibur 5?! - lets make it happen...",1
31968595.0,"@billybillblack - i personally loved the game - the 1st dlc was 'meh', been waiting for the 2nd for what seems like forever. its all abos...",1
31968595.0,"@castlevanialos - psn back up and walking! announcement on resurrection yet? c'mon man, anything?!?",1
31968595.0,"@castlevanialos hmmm, nothing wrong with xbox live - remember - psn got reverie like 4 weeks before xbox users did...",1
31968595.0,"@castlevanialos - dave - any chance of seeing the next castlevania at this year's e3? i know it might be too soon, but we can hope!!",1
31968595.0,"@castlevanialos man, whoever is in charge of making sure info gets out about your games needs to be fired...lol, but seriously- they do...",1
31968595.0,"@hazzzen what you think of reverie? i haven't been able to finish it yet, but i have to agree with every1 about that damn blade wall...lol",1
31968595.0,"@fatmike_of_nofx @joeycape got a itunes giftcard for easter, have any suggestions for new and/or awesome records?",1
31968595.0,"@hazzen nevermind about my question, i figured it out...thank god for those internets...",1
31968595.0,"@castlevanialos giving up on reverie, i'll just wait for resurrection and get them both at the same time - shame - i waited so long for this",1
31968595.0,is it 6 o'clock yet?,1
31968595.0,"@castlevanialos common david, can we get an eta for reverie for xbla? some of us have been waiting a long time for this...",1
31968595.0,@castlevanialos any chance for a eta?,1
31968595.0,at work...doing credit checks and signing leases. another fun filled day at windy,1
53086850.0,i'm earning #mpoints rewards in intellicast.,1
53086850.0,a fitting tribute to those 13 veterans burial yestetday.,1
53086850.0,it was a very moving tribute yesterday a the miap funeral service,1
53086850.0,steak fry tonight at vfw 9972 sierra vista,1
53086850.0,miap mission funeral of 13 veterans will be this saturday at 1300 hrs at the southern arizona veterans memorial cemetery,1
53086850.0,"fred phelps, anti-gay westboro baptist founder, dies via @usatoday",1
53086850.0,i think its because of the wind forecast for tomorrow. its suppose to get up to 50 mph gust,1
53086850.0,;). yah... sorry about that dan.,1
53086850.0,yah! well... hummm,1
53086850.0,i don't know either dan.,1
53086850.0,no kidding!,1
53086850.0,"dan, i ll have read it more. is there any mention of taking guns away from the vets with ptsd?",1
53086850.0,friendly reminder** vfw general membership meeting this tuesday @ 19:00hrs,1
53086850.0,"not today, today. i am paint my house now. this is the only free that i have had in over a month 1/2",1
53086850.0,me either.,1
53086850.0,"dan, i am responsing below bertcork: i tried sending you my unit 4 assignment so that you could see if i followed what you wanted, how ...",1
53086850.0,try my email @ fedlarson@gmail.com,1
53086850.0,steak fry tonight! 530pm to 730pm. smoother it with mushrooms and onions! mmmm,1
53086850.0,scam (va) is warning veterans not to give credit card numbers over the phone to callers claiming to update va prescription information.,1
53086850.0,friendly reminder. the general membership meeting is tonight @ 1900 hrs. don't forget to bring you membership card.,1
53086850.0,the vfw post 9972 is sponsoring the 2222nd army national guard deactivation party at the vfw 9/15 @ 1830 hrs after the ceremony in tucson.,1
53086850.0,10-4 big dan,1
53086850.0,vfw exect meeting tonight 1900 hrs.,1
53086850.0,yes he had a heart attack. that is all i know so far.,1
53086850.0,i did a power point presentation at usva nca conferance of the hsrp with vfw members in the photos. they are using it in the training now.,1
53086850.0,the vfw general membership is tomorrow tuesday aug 11th. any vfw post member can be there. get involve and help support our veterans.,1
53086850.0,come all to the today's schnitzel dinner at the vfw. starting at 1730 to 1930. the dragoon mountain boys will start entertainment at 8pm,1
53086850.0,hey shorty needs a colorguard for this monday at the post cemetery.,1
53086850.0,"july 4th bbq will be in the club area from 2pm - 6pm. this is a potluck, so bring your favorite side dish. also, who is going to help out?",1
2792650461.0,"is mad a quarterly or monthly publication? some months they don't send me any copies, other months they send me two. but anyway, here's our president",0
2792650461.0,,0
2792650461.0,waiting for iiiitttttttt @psych_usa,0
2792650461.0,king and country,0
2792650461.0,"when faced with decisions i sit and stare at the wall until most of my options have run out. then i can, with confidence and much gusto, do whatever is left available.",0
2792650461.0,"thanks, senators.",0
2792650461.0,i wish local bars would play cspan when there are big votes like they would play sports channels if there's a game on,0
2435491826.0,matthews: trump can’t get over his new pardon power via @msnbc,0
2435491826.0,"trump history, like drunk history, only not as smart via @msnbc",0
2435491826.0,poll shows why the gop has given up touting its unpopular tax plan via @msnbc,0
2435491826.0,nbc news exclusive: weinstein accuser melissa thompson speaks out via @nbcnightlynews,0
2435491826.0,desperate search for loved ones after guatemala volcano eruption via @nbcnightlynews,0
2435491826.0,designer kate spade’s death sparks national conversation on suicide via @nbcnightlynews,0
2435491826.0,remote u.s. base on high-alert for potential north korean nuclear attack via @nbcnightlynews,0
2435491826.0,four arizona police officers on leave for punching unarmed man via @nbcnightlynews,0
2435491826.0,trump commutes sentence of alice johnson after kim kardashian meeting via @nbcnightlynews,0
2435491826.0,"the most haunting regrets aren't about the things we've done, research finds via @todayshow",0
2435491826.0,"mindy kaling on ‘ocean’s 8,’ her baby, possible ‘office’ reunion via @todayshow",0
2435491826.0,police chase armored vehicle stolen from virginia military base via @nbcnightlynews,0
2435491826.0,‘you’re miracle workers!’ this nurse loves her ambush makeover via @todayshow,0
2435491826.0,was samantha bee’s apology to ivanka trump enough? megyn kelly roundtable via @todayshow,0
2435491826.0,"at cmt music awards, donnadorable meets country music stars via @todayshow",0
2435491826.0,police department bids final farewell to beloved k-9 via @todayshow,0
2435491826.0,here are the best looks from the cmt music awards red carpet via @todayshow,0
2435491826.0,james clapper: fired trump adviser flynn ‘became an angry man’ via @nbcnews,0
2435491826.0,tom petty’s former home is made for a rock star that won't back down via @todayshow,0
2435491826.0,prep for your next bbq with these 2 quick and easy hacks via @nbcnewsbetter,0
2435491826.0,watch this monkey steal an apple from hotel balcony via @todayshow,0
2435491826.0,giuliani: i don't respect stormy daniels as a woman because she's a porn star via @nbcnews,0
2435491826.0,kate spade’s death shines light on pressures of being a female ceo via @nbcnews,0
2435491826.0,suicides shake cabbie community as ride-hailing companies take over via @nbcnews,0
2435491826.0,did a nyc doctor cause patient deaths with 'holy trinity' of pills? via @nbcnews,0
2435491826.0,arizona veterans group finds homeless camp — and fuels a new 'pizzagate'-style conspiracy via @nbcnews,0
2435491826.0,this may was the hottest on record in the u.s. since 1934 via @nbcnews,0
2435491826.0,opinion | dr. esther choo: doctors must confront the dark history that gave rise to modern medicine via @nbcnewsthink,0
2435491826.0,#pride30: meet the educators redefining how students learn about lgbtq issues via @nbcnews,0
2435491826.0,"climate change killed the aliens, and it might kill us too, new simulation suggests via @nbcnewsmach",0
2435491826.0,pizza delivery man turned over to immigration authorities after stop at nyc army base via @nbcnews,0
2435491826.0,mars rover curiosity's new findings hailed as 'breakthroughs in astrobiology' via @nbcnewsmach,0
2435491826.0,trump: 'i don't think i have to prepare very much' for nuclear summit via @nbcnews,0
2435491826.0,poll: dems — more than gop — say country would be better off with more elected women via @nbcnews,0
2435491826.0,9 things to do this morning to make your whole day more productive,0
2435491826.0,taliban leaders meet to consider afghan government cease-fire offer via @nbcnews,0
2435491826.0,actress maggie siff opens up about her kinky ‘billions’ character via @todayshow,0
2435491826.0,putin dismisses idea russia meddled in u.s. elections as ‘total nonsense’ via @nbcnews,0
2435491826.0,watch america's got talent on @youtubetv,0
2435491826.0,watch american ninja warrior on @youtubetv,0
2435491826.0,watch saturday night live on @youtubetv,0
2435491826.0,watch nbc nightly news on @youtubetv,0
2435491826.0,watch dateline nbc on @youtubetv,0
2435491826.0,watch the tonight show starring jimmy fallon on @youtubetv,0
2435491826.0,watch law &amp; order: special victims unit on @youtubetv,0
2435491826.0,watch world of dance on @youtubetv,0
2435491826.0,watch today on @youtubetv,0
2435491826.0,watch late night with seth meyers on @youtubetv,0
2435491826.0,watch megyn kelly today on @youtubetv,0
2435491826.0,watch today with kathie lee &amp; hoda on @youtubetv,0
2435491826.0,watch days of our lives on @youtubetv,0
2435491826.0,watch chicago p.d. on @youtubetv,0
2435491826.0,watch meet the press on @youtubetv,0
2435491826.0,watch last call with carson daly on @youtubetv,0
2435491826.0,watch reverie on @youtubetv,0
2435491826.0,watch taken on @youtubetv,0
2435491826.0,watch brooklyn nine-nine on @youtubetv,0
2435491826.0,watch the voice on @youtubetv,0
2435491826.0,watch er on @youtubetv,0
2435491826.0,aysegul aydadal @aysegulaydadal,0
2868190300.0,shout out to most of my former employers...,1
2868190300.0,where was this on one of my few hundred travels??,1
2868190300.0,,1
2868190300.0,always,1
2868190300.0,so everyone can get paid...,1
2868190300.0,interesting,1
2868190300.0,omg... these are hilarious!,1
2868190300.0,so i have plans for august 17! always does great movies!,1
2868190300.0,i know that's right...,1
2868190300.0,knew i was a coffee-phene for a reason... long live coffee!,1
2868190300.0,"taurus...san francisco...""goin goin back back to cali cali via @magiquiz",1
1.04205e+18,good call #forbes. inaccessible by flood water and now shutting down. you say no problems? #fakenews,1
7.83336e+17,"i'd like to say thank you for helping kirby maker reach 1 million views. i never in my life thought i'd get a video to 1,000,000, let alone 2! also, 7,000 subscribers. i never thought i'd hit it... thank you all for supporting the channel, it means so much to me you have no idea!",0
7.83336e+17,"5 million views. i remember hitting my first 100 &amp; i was absolutely blown away that someone even wanted to watch my content. right now, i don't even know what to say! 1,000,000 views blew me away completely so 5,000,000 is just unbelievable. thank you. still feels like a dream.",0
7.83336e+17,"can you imagine running through bob-omb battlefield? what about flying with f.l.u.d.d across isle delfino? or, how about jumping from planet to planet with the power of galaxy? all of this combined on the switch? well well well, here is the video for you:",0
7.83336e+17,happy easter everyone! i wish you all a good day!,0
7.83336e+17,never in my life did i think i would see a fitness game for the switch sell for around about £150 and the only resort to be able to get it is to buy it on the french amazon to get it for a near retail price 😂,0
7.83336e+17,to celebrate the 10th anniversary of super mario galaxy 2 in may &amp; with strong rumours that super mario galaxy will be announced on the switch. i thought it would be interesting to make a super mario galaxy collection concept trailer! have a watch here:,0
7.83336e+17,"played super mario sunshine today &amp; man, the nostalgia. i really love the game because it's so unique to the mario universe. however, i forgot how annoying the game can be, for example, the camera &amp; its physics. i really do hope the game comes onto switch with these issues fixed!",0
7.83336e+17,"as time moves on, i've learnt from my mistakes, mainly the nsmb for switch video. from today, i've decided to fully move onto nintendo content. reviews &amp; trailers/concepts will obviously remain! i'd also love to do discussions, predictions &amp; maybe direct reactions.",0
7.83336e+17,"if you haven't watched it already, then i recently did a review for animal crossing: new horizons! if you would like to watch it then please do so here:",0
7.83336e+17,"bit late to the news but i really hope that the mario rumours are true. if it is true, i could totally see nintendo release a super mario galaxy collection and separate releases for mario 64 and super mario sunshine (hopefully physical!) what do you guys think of this news?",0
7.83336e+17,"1,000,000 views. i'm so humbled, honoured and speechless. i never thought in my lifetime i would ever upload a video that would reach 1,000,000 views. thank you everyone for watching my content over the years, i'm going to try and return to uploading soon, i promise!",0
7.83336e+17,"welp, it was nice knowing you all 👀😂",0
7.83336e+17,"just wanted to send all my thanks for reaching this amazing goal. i can't believe i've managed to hit 6,000 subscribers, it still feels like a wild dream. thank you everyone for all your support, it's really appreciated 👏🙂 i'm hoping to get something special planned as a thanks",0
9.43495e+17,petition: make orkambi available on the nhs for people with cystic fibrosis,0
9.43495e+17,sponsor me by donating to cancer research uk,0
9.43495e+17,justine greening: stop penalising children with medical conditions for their attendance - sign the ... via @ukchange,0
2854918451.0,"davido, phyno, others at burna boy’s secret album listening party!",1
2854918451.0,manchester united complete transfer of alexis sanchez - official manchester united website,1
2854918451.0,the song called bitch don't kill my vibe @kendricklamar motivated my feelings,1
2854918451.0,,1
2854918451.0,merry x-mass 2 every one but make sure dat u've enjoyed ua day in agood way not in a crazy way,1
2854918451.0,am at galuga beach &gt;now.,1
2854918451.0,man u fanz! a u ready 2 reveal aman from men ie.man city vs man u.,1
1.2047e+18,"when i play happy homes paradise and a dog is on the island i have to verbal stim by going ""puppy puppy puppy""",0
1.2047e+18,danganronpa voice: danganronpa,0
1.2047e+18,,0
1.2047e+18,why is one of my routines constantly watching gumball?,0
1.2047e+18,i'm like on the precipice of a meltdown and i don't know what to do about it because i'm not at home,0
1.2047e+18,ralph malph is stimming with one of those rolling magnetic track toys,0
1.2047e+18,i wanna rewatch i am not okay with this but i'm sad they canned it,0
1.2047e+18,"saw a girl at the arcade today happy flapping and it made me so excited that i had to stim, too",0
1.2047e+18,laverne and shirley are autistic lesbians,0
1.2047e+18,beach stuff,0
1.2047e+18,cchew chew chew,0
1.2047e+18,"i am so self conscious about the way i talk like, i can just feel people thinking it's weird. my voice and pitch and the words i choose. everything is messy. even when i'm typing like, on my main accnt i'm so filtered to a specific style it feels weird.",0
1.2047e+18,"roy g. biv, a holiday present from my friend rey!",0
1.2047e+18,#stim #stimming,0
1.2047e+18,i lost my dragon necklace... i need the jingle jangle,0
1.2047e+18,this is such a satisfying picture,0
1.2047e+18,the winter moodboard,0
1.2047e+18,decked in stim jewelry,0
1.2047e+18,i dont have a lot of cartilage in my ears which. . makes them fun to stim with. i can fold them in like rik mayall,0
1.2047e+18,"i literally happy flapped when i caught it cos its so cute i kept saying ""pigeon pigeon pigeon pigeon""",0
1.2047e+18,i have all of these playing simultaneously and i swear i have bever been this relaxed,0
1.2047e+18,i love pink noise...,0
1.2047e+18,anyone else developed new tics and/or stims since the beginning of the pandemic? i've noticed a few when i get really stressed out that weren't present until late march.,0
1.2047e+18,here's me stimming to the theme from halloween because it makes me really happy and i'm really excited lol 🎃👻🖤💀⚰🔪🦇,0
1.2047e+18,fright night gifs i made thread,0
1.2047e+18,some color coding #stim,0
1.2047e+18,what are the planning,0
1.2047e+18,go crazy,0
1.2047e+18,jingle jangle,0
1.2047e+18,flight spinner ring from @stimtasticco i finally ordered on the right size for my pointer finger. i like to spin it with my thumb. the movement/sound sort of reminds me of using a lighter. #stimming #stim,0
1.2047e+18,you can follow me on tumblr in multiple places,0
1.2047e+18,"i'm thinking of doing a little stim toy giveaway. not for followers or anything, just because i have multiples of a lot of stuff and i know some people can't really afford ones they want.",0
1.2047e+18,"i have genuinely annoying stims, i like making repetitive noises, like right now i'm just shaking this little metal puzzle thing to hear it clink around",0
1.2047e+18,my mom said an autistic character on a tv show she watches annoyed his family because he'd only talk about turtles and penguins and um... that was all i talked about for like 4 years of my life and she still doesn't see how i could be autistic lmao,0
1.2047e+18,i love the textures on this (munchkin twisty 8 teether) it's also got a light rattle when you shake it when is really nice,0
1.2047e+18,i was on a car trip with my friend and i was just stimming while we listened to music i liked and he said it reminded him of jack black in school of rock and that's the nicest thing anyone's said to me about that lmao.,0
1.2047e+18,i haven't been posting any stimming cos i'm only awake at night now and i don't have lighting in my room aaaaa,0
1.2047e+18,loot box loot box loot box loot box !!!,0
1.2047e+18,"i keep flapping my hands while moving each of my fingers individually idk how to really describe it but it kinda looks like i'm trying to play a giant, invisible harp that keeps spinning lmao anyway i had to shut myself in my room cos my parents wouldn't stop staring",0
1.2047e+18,he's chunky idk it's a good chew,0
1.2047e+18,stim jewelry + special interest shirt + comfort object hat + matching stim toy + trans pride colors cord bracelet = much needed decompression,0
1.2047e+18,everything's gonna be okay. here are some pictures from my life the past few days that make me happy.,0
1.2047e+18,i went on a walk yesterday and it was raining just slightly and i was listening to music and no one was out so i flapped my hands and snapped a lot and it was really nice,0
1.2047e+18,"i may be crying, but i did get my stimtastic loot box a few days ago so i have stuff to help me calm down. the orbital spinner is my favorite.",0
1.2047e+18,daytime cold medicine tastes bad everyone fuck off,0
1.2047e+18,"me on episode 3: oh geez stanley is....... intensely relatable episode 4: fuck you me: more so, now, but +pain",0
1.2047e+18,stimming with two fuzzy tangles at the same time 🥰,0
1.2047e+18,"this may seem sarcastic coming from me, but stephen king absolutely sucks of the book it is disgusting and unessecary. racism, sexism, and sexualizing children.",0
1.2047e+18,i have started flapping my hands in public again after yanno being told not to do that as a kid and being embarrassed about it and it's just such a !!!!! feeling. like daniel was playing pop the lock tonight and he got down into the single digits and i was so excited,0
1.2047e+18,flip flop flap,0
1.2047e+18,i got a worm on a string and a stressball that match my shirt to deal with the fact that i had to go grocery shopping today. also this shirt had the best happiest flappiest sleeves because they're so long and i have a yellow chew and i'm just happy and color coordinated,0
1.2047e+18,i should make an abra stimboard on tumblr. more people need to love and appreciate abra.,0
1.2047e+18,using my spotify premium just to listen to every avalible version of send in the clowns is probably not a good use of ten dollars but i literally can't stop,0
1.2047e+18,this account makes me happy without me having to get validation from other people in what i post and i really like that. it's just a nice place to dim all the switches and talk how i want and say what i want and make warm things in my head about characters i love,0
1.2047e+18,thinking about making a reddie video to send in the clowns and making myself laugh really hard but also it would be so evil,0
1.2047e+18,"very happy i got my mail situation sorted out. hopefully my fuzzy tangles get here soon, because those are my favorite kind and my current one is peeling",0
1.2047e+18,do not ask me if i am okay. no one will answer.,0
1.2047e+18,i guess i should update anniversary instead of shine &amp; shadow because it hasn't been updated since november and it has like 3 times as many views,0
1.2047e+18,too many emotions about eddie kaspbrak and stanley uris the book is almost over and i can't stop crying,0
1.2047e+18,richie you ruined an old man's death with telepathy,0
1.2047e+18,reddie and my forbidden stozier content,0
1.2047e+18,this is what i have left and then it's doctor sleep time!!!,0
1.2047e+18,"still pissed off that richie recognized audra cos she looked like bev. it just seems like a scuzzy thing for stephen king to do since generally he reduces women down to their looks so it's like ""oh both of them get the girl, happy ending!"" shut up old man",0
1.2047e+18,i'm trying to fall asleep cos i'm sick but i'm also listening to it and i just finished the scene where eddie dies and i am truly losing it,0
